movieId,title,genres,genre_Adventure,genre_Animation,genre_Children,genre_Comedy,genre_Fantasy,genre_Romance,genre_Drama,genre_Action,genre_Crime,genre_Thriller,genre_Horror,genre_Mystery,genre_Sci-Fi,genre_War,genre_Musical,genre_Documentary,genre_IMAX,genre_Western,genre_Film-Noir,genre_(no genres listed),release_year,rating_count,average_rating,rating_std_x,total_ratings,avg_rating,rating_std_y,min_rating,max_rating,avg_normalized_rating,normalized_rating_std,first_rating_year,last_rating_year,all_tags,num_unique_tags,imdbId,tmdbId,has_tags,rating_popularity
11,"American President, The (1995)",Comedy|Drama|Romance,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,70.0,3.6785714285714284,0.8806935437553874,70.0,3.6785714285714284,0.8806935437553874,1.5,5.0,0.6224489795918368,0.2516267267872535,1996.0,2018.0,politics|president,2.0,112346,9087,1,0.21036585365853658
12,Dracula: Dead and Loving It (1995),Comedy|Horror,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1995.0,19.0,2.5789473684210527,1.0706067580626215,19.0,2.5789473684210527,1.0706067580626215,1.5,5.0,0.3082706766917293,0.305887645160749,1996.0,2018.0,no_tags,0.0,112896,12110,0,0.054878048780487805
13,Balto (1995),Adventure|Animation|Children,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,8.0,3.125,0.6408699444616557,8.0,3.125,0.6408699444616557,2.0,4.0,0.4642857142857143,0.18310569841761593,1996.0,2017.0,no_tags,0.0,112453,21032,0,0.021341463414634148
14,Nixon (1995),Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,18.0,3.8333333333333335,0.7071067811865474,18.0,3.8333333333333335,0.7071067811865474,3.0,5.0,0.6666666666666666,0.20203050891044216,1996.0,2005.0,president|politics,2.0,113987,10858,1,0.051829268292682924
15,Cutthroat Island (1995),Action|Adventure|Romance,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,13.0,3.0384615384615383,1.1449442937966179,13.0,3.0384615384615383,1.1449442937966179,1.5,5.0,0.43956043956043955,0.32712694108474794,1996.0,2018.0,no_tags,0.0,112760,1408,0,0.036585365853658534
16,Casino (1995),Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995.0,82.0,3.9390243902439024,0.8476191926178099,82.0,3.9390243902439024,0.8476191926178099,1.5,5.0,0.6968641114982578,0.24217691217651713,1996.0,2018.0,Mafia,1.0,112641,524,1,0.24695121951219512
17,Sense and Sensibility (1995),Drama|Romance,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,67.0,3.828358208955224,1.013366123395305,67.0,3.828358208955224,1.013366123395305,1.5,5.0,0.6652452025586354,0.2895331781129442,1996.0,2017.0,Jane Austen,1.0,114388,4584,1,0.20121951219512196
18,Four Rooms (1995),Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,20.0,3.7,0.9090191359227177,20.0,3.7,0.9090191359227177,2.0,5.0,0.6285714285714286,0.25971975312077644,1996.0,2018.0,no_tags,0.0,113101,5,0,0.057926829268292686
19,Ace Ventura: When Nature Calls (1995),Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,88.0,2.784090909090909,0.9790784270696535,88.0,2.784090909090909,0.9790784270696535,1.5,5.0,0.36688311688311687,0.27973669344847246,1996.0,2017.0,no_tags,0.0,112281,9273,0,0.2652439024390244
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1995.0,15.0,2.566666666666667,0.883715101688537,15.0,2.566666666666667,0.883715101688537,1.5,4.0,0.30476190476190473,0.2524900290538677,1996.0,2017.0,no_tags,0.0,113845,11517,0,0.042682926829268296
21,Get Shorty (1995),Comedy|Crime|Thriller,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1995.0,89.0,3.50561797752809,0.8376590148310237,89.0,3.50561797752809,0.8376590148310237,1.5,5.0,0.5730337078651685,0.23933114709457817,1996.0,2017.0,Hollywood,1.0,113161,8012,1,0.2682926829268293
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1995.0,36.0,3.236111111111111,0.788181551883929,36.0,3.236111111111111,0.788181551883929,1.5,5.0,0.49603174603174605,0.225194729109694,1996.0,2018.0,serial killer,1.0,112722,1710,1,0.10670731707317073
23,Assassins (1995),Action|Crime|Thriller,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1995.0,16.0,3.15625,1.0601690116832,16.0,3.15625,1.0601690116832,1.5,5.0,0.4732142857142857,0.30290543190948577,1996.0,2017.0,no_tags,0.0,112401,9691,0,0.04573170731707317
24,Powder (1995),Drama|Sci-Fi,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1995.0,28.0,3.142857142857143,0.9799578870122228,28.0,3.142857142857143,0.9799578870122228,1.5,5.0,0.4693877551020408,0.2799879677177779,1996.0,2018.0,no_tags,0.0,114168,12665,0,0.08231707317073171
25,Leaving Las Vegas (1995),Drama|Romance,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,76.0,3.651315789473684,1.058362687809509,76.0,3.651315789473684,1.058362687809509,1.5,5.0,0.6146616541353384,0.3023893393741455,1996.0,2018.0,alcoholism,1.0,113627,451,1,0.22865853658536586
26,Othello (1995),Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,13.0,3.5,0.6123724356957944,13.0,3.5,0.6123724356957944,2.5,4.0,0.5714285714285714,0.17496355305594133,1996.0,2017.0,Shakespeare,1.0,114057,16420,1,0.036585365853658534
27,Now and Then (1995),Children|Drama,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,9.0,3.3333333333333335,1.1989578808281798,9.0,3.3333333333333335,1.1989578808281798,2.0,5.0,0.5238095238095238,0.3425593945223371,1996.0,2015.0,no_tags,0.0,114011,9263,0,0.024390243902439025
28,Persuasion (1995),Drama|Romance,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,11.0,4.2272727272727275,0.7862453931068965,11.0,4.2272727272727275,0.7862453931068965,2.5,5.0,0.7792207792207791,0.2246415408876847,1996.0,2015.0,Jane Austen|In Netflix queue,2.0,114117,17015,1,0.03048780487804878
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1995.0,38.0,4.0131578947368425,0.8259870598526933,38.0,4.0131578947368425,0.8259870598526933,2.0,5.0,0.7180451127819548,0.2359963028150552,1996.0,2017.0,kidnapping,1.0,112682,902,1,0.11280487804878049
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995.0,3.0,3.1666666666666665,1.4433756729740645,3.0,3.1666666666666665,1.4433756729740645,1.5,4.0,0.4761904761904762,0.41239304942116123,2000.0,2002.0,no_tags,0.0,115012,37557,0,0.006097560975609756
31,Dangerous Minds (1995),Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,38.0,3.223684210526316,0.8981765944841191,38.0,3.223684210526316,0.8981765944841191,1.5,5.0,0.4924812030075188,0.25662188413831977,1996.0,2018.0,high school|teacher,2.0,112792,9909,1,0.11280487804878049
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1995.0,177.0,3.9858757062146895,0.7804962337045023,177.0,3.9858757062146895,0.7804962337045023,1.5,5.0,0.7102502017756255,0.2229989239155721,1996.0,2018.0,time travel|post-apocalyptic|Post apocalyptic|twist ending|time travel|Bruce Willis|Brad Pitt|remake|mindfuck|time travel,8.0,114746,63,1,0.5365853658536586
34,Babe (1995),Children|Drama,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,128.0,3.66796875,1.0044729564680137,128.0,3.66796875,1.0044729564680137,1.5,5.0,0.6194196428571429,0.2869922732765752,1996.0,2018.0,Animal movie|pigs|villain nonexistent or not needed for good story,3.0,112431,9598,1,0.3871951219512195
36,Dead Man Walking (1995),Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995.0,67.0,3.8656716417910446,0.8509446157254373,67.0,3.8656716417910446,0.8509446157254373,1.5,5.0,0.6759061833688699,0.2431270330644107,1996.0,2017.0,Nun|death penalty,2.0,112818,687,1,0.20121951219512196
38,It Takes Two (1995),Children|Comedy,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,4.0,2.25,0.6454972243679028,4.0,2.25,0.6454972243679028,1.5,3.0,0.21428571428571427,0.18442777839082936,2000.0,2014.0,twins,1.0,113442,33689,1,0.009146341463414634
39,Clueless (1995),Comedy|Romance,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,104.0,3.3365384615384617,0.9436612947891033,104.0,3.3365384615384617,0.9436612947891033,1.5,5.0,0.5247252747252747,0.26961751279688667,1996.0,2018.0,Jane Austen|Emma|chick flick|funny|Paul Rudd|quotable|seen more than once,7.0,112697,9603,1,0.31402439024390244
40,"Cry, the Beloved Country (1995)",Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,2.0,4.25,1.0606601717798212,2.0,4.25,1.0606601717798212,3.5,5.0,0.7857142857142857,0.30304576336566325,1996.0,2003.0,In Netflix queue|South Africa,2.0,112749,34615,1,0.003048780487804878
41,Richard III (1995),Drama|War,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1995.0,15.0,3.7,0.6761234037828132,15.0,3.7,0.6761234037828132,2.5,5.0,0.6285714285714286,0.1931781153665181,1996.0,2017.0,Shakespeare,1.0,114279,31174,1,0.042682926829268296
42,Dead Presidents (1995),Action|Crime|Drama,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1995.0,7.0,3.0,0.816496580927726,7.0,3.0,0.816496580927726,2.0,4.0,0.42857142857142855,0.23328473740792172,1996.0,2017.0,no_tags,0.0,112819,11443,0,0.018292682926829267
43,Restoration (1995),Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,8.0,3.1875,0.6512350903146596,8.0,3.1875,0.6512350903146596,2.0,4.0,0.48214285714285715,0.1860671686613313,1996.0,2018.0,England,1.0,114272,35196,1,0.021341463414634148
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,46.0,2.641304347826087,0.9467080007306071,46.0,2.641304347826087,0.9467080007306071,1.5,5.0,0.32608695652173914,0.2704880002087449,1996.0,2018.0,no_tags,0.0,113855,9312,0,0.13719512195121952
45,To Die For (1995),Comedy|Drama|Thriller,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,32.0,3.3125,0.8303710791159927,32.0,3.3125,0.8303710791159927,2.0,5.0,0.5178571428571428,0.23724887974742645,1996.0,2017.0,Journalism,1.0,114681,577,1,0.09451219512195122
46,How to Make an American Quilt (1995),Drama|Romance,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,15.0,3.1333333333333333,1.0600988273786194,15.0,3.1333333333333333,1.0600988273786194,1.5,5.0,0.4666666666666667,0.3028853792510341,1996.0,2012.0,wedding,1.0,113347,11861,1,0.042682926829268296
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1995.0,203.0,3.9901477832512313,0.8745021088871267,203.0,3.9901477832512313,0.8745021088871267,1.5,5.0,0.7114707952146375,0.24985774539632194,1996.0,2018.0,serial killer|twist ending|mystery,3.0,114369,807,1,0.6158536585365854
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1995.0,68.0,3.198529411764706,0.9468711471321168,68.0,3.198529411764706,0.9468711471321168,1.5,5.0,0.4852941176470588,0.27053461346631913,1996.0,2018.0,no_tags,0.0,114148,10530,0,0.20426829268292682
49,When Night Is Falling (1995),Drama|Romance,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,1.0,3.0,,1.0,3.0,,3.0,3.0,0.42857142857142855,,2000.0,2000.0,no_tags,0.0,114916,8391,0,0.0
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1995.0,204.0,4.242647058823529,0.7823136413482658,204.0,4.242647058823529,0.7823136413482658,1.5,5.0,0.7836134453781513,0.22351818324236156,1996.0,2018.0,heist|twist ending|suspense|mindfuck|thriller|tricky,6.0,114814,629,1,0.6189024390243902
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,28.0,3.482142857142857,0.8219460068004698,28.0,3.482142857142857,0.8219460068004698,1.5,5.0,0.5663265306122449,0.2348417162287057,1996.0,2017.0,adoption|prostitution,2.0,113819,11448,1,0.08231707317073171
53,Lamerica (1994),Adventure|Drama,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,2.0,5.0,0.0,2.0,5.0,0.0,5.0,5.0,1.0,0.0,1998.0,2000.0,no_tags,0.0,110299,49133,0,0.003048780487804878
54,"Big Green, The (1995)",Children|Comedy,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,3.0,2.5,1.3228756555322954,3.0,2.5,1.3228756555322954,1.5,4.0,0.28571428571428575,0.3779644730092272,1996.0,2002.0,no_tags,0.0,112499,26441,0,0.006097560975609756
55,Georgia (1995),Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,1.0,4.0,,1.0,4.0,,4.0,4.0,0.7142857142857143,,1997.0,1997.0,no_tags,0.0,113158,97406,0,0.0
57,Home for the Holidays (1995),Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,8.0,3.0625,0.8634441002668988,8.0,3.0625,0.8634441002668988,2.0,5.0,0.4464285714285714,0.24669831436197107,1996.0,2018.0,no_tags,0.0,113321,9089,0,0.021341463414634148
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,37.0,4.027027027027027,0.9200388423710553,37.0,4.027027027027027,0.9200388423710553,2.0,5.0,0.722007722007722,0.2628682406774444,1996.0,2010.0,writing,1.0,110877,11010,1,0.10975609756097561
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,34.0,3.264705882352941,0.963227640088788,34.0,3.264705882352941,0.963227640088788,1.5,5.0,0.5042016806722689,0.2752078971682252,1996.0,2018.0,no_tags,0.0,113419,11359,0,0.10060975609756098
61,Eye for an Eye (1996),Drama|Thriller,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,6.0,3.75,0.8803408430829505,6.0,3.75,0.8803408430829505,2.5,5.0,0.6428571428571429,0.2515259551665573,1996.0,2018.0,no_tags,0.0,116260,17182,0,0.01524390243902439
62,Mr. Holland's Opus (1995),Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,80.0,3.725,1.0028440569358956,80.0,3.725,1.0028440569358956,1.5,5.0,0.6357142857142857,0.2865268734102559,1996.0,2018.0,music,1.0,113862,2054,1,0.24085365853658536
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996.0,7.0,2.857142857142857,0.8521681032463466,7.0,2.857142857142857,0.8521681032463466,1.5,4.0,0.38775510204081637,0.24347660092752763,1996.0,2012.0,no_tags,0.0,116126,10607,0,0.018292682926829267
64,Two if by Sea (1996),Comedy|Romance,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,5.0,2.3,0.6708203932499369,5.0,2.3,0.6708203932499369,1.5,3.0,0.22857142857142856,0.19166296949998196,1997.0,2001.0,no_tags,0.0,118002,19760,0,0.012195121951219513
65,Bio-Dome (1996),Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,31.0,2.629032258064516,0.9216628264128904,31.0,2.629032258064516,0.9216628264128904,1.5,5.0,0.3225806451612903,0.26333223611796874,1996.0,2018.0,no_tags,0.0,115683,9536,0,0.09146341463414634
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1996.0,9.0,2.6666666666666665,0.8291561975888503,9.0,2.6666666666666665,0.8291561975888503,1.5,4.0,0.3333333333333333,0.23690177073967142,1996.0,2008.0,no_tags,0.0,116839,11525,0,0.024390243902439025
68,French Twist (Gazon maudit) (1995),Comedy|Romance,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,5.0,3.4,1.140175425099138,5.0,3.4,1.140175425099138,2.0,5.0,0.5428571428571429,0.32576440717118227,1996.0,2007.0,no_tags,0.0,113149,4482,0,0.012195121951219513
69,Friday (1995),Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,20.0,3.775,0.8955298343497697,20.0,3.775,0.8955298343497697,2.0,5.0,0.65,0.25586566695707713,1996.0,2017.0,no_tags,0.0,113118,10634,0,0.057926829268292686
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1996.0,55.0,3.5272727272727273,0.9738154333940795,55.0,3.5272727272727273,0.9738154333940795,1.5,5.0,0.5792207792207792,0.27823298096973686,1996.0,2018.0,no_tags,0.0,116367,755,0,0.16463414634146342
71,Fair Game (1995),Action,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,5.0,1.8,0.27386127875258304,5.0,1.8,0.27386127875258304,1.5,2.0,0.08571428571428572,0.07824607964359515,1997.0,2006.0,no_tags,0.0,113010,11859,0,0.012195121951219513
72,Kicking and Screaming (1995),Comedy|Drama,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,7.0,3.2857142857142856,1.14953406710222,7.0,3.2857142857142856,1.14953406710222,1.5,4.5,0.5102040816326531,0.32843830488634856,1996.0,2014.0,no_tags,0.0,113537,28387,0,0.018292682926829267
73,"Misérables, Les (1995)",Drama|War,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1995.0,13.0,3.4615384615384617,0.6910601294852009,13.0,3.4615384615384617,0.6910601294852009,2.0,4.0,0.5604395604395604,0.19744575128148598,1996.0,2018.0,no_tags,0.0,113828,48750,0,0.036585365853658534
74,Bed of Roses (1996),Drama|Romance,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,8.0,4.0,0.7559289460184546,8.0,4.0,0.7559289460184546,3.0,5.0,0.7142857142857143,0.21597969886241558,1996.0,2004.0,no_tags,0.0,115644,20927,0,0.021341463414634148
75,Big Bully (1996),Comedy|Drama,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,5.0,2.4,0.8215838362577492,5.0,2.4,0.8215838362577492,1.5,3.0,0.2571428571428571,0.23473823893078546,1997.0,2018.0,no_tags,0.0,115676,36929,0,0.012195121951219513
76,Screamers (1995),Action|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1995.0,15.0,3.433333333333333,1.1317916685293195,15.0,3.433333333333333,1.1317916685293195,1.5,5.0,0.5523809523809523,0.32336904815123413,1996.0,2017.0,no_tags,0.0,114367,9102,0,0.042682926829268296
77,Nico Icon (1995),Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995.0,1.0,4.0,,1.0,4.0,,4.0,4.0,0.7142857142857143,,2000.0,2000.0,no_tags,0.0,113973,124626,0,0.0
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1995.0,3.0,3.3333333333333335,0.5773502691896258,3.0,3.3333333333333335,0.5773502691896258,3.0,4.0,0.5238095238095238,0.1649572197684645,1997.0,2000.0,no_tags,0.0,112744,27526,0,0.006097560975609756
79,"Juror, The (1996)",Drama|Thriller,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,17.0,2.823529411764706,1.1172116024755034,17.0,2.823529411764706,1.1172116024755034,1.5,5.0,0.37815126050420167,0.319203314993001,1996.0,2018.0,no_tags,0.0,116731,9623,0,0.04878048780487805
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,2.0,4.0,0.0,2.0,4.0,0.0,4.0,4.0,0.7142857142857143,0.0,2002.0,2007.0,no_tags,0.0,112445,46785,0,0.003048780487804878
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995.0,14.0,3.107142857142857,0.7640623068776583,14.0,3.107142857142857,0.7640623068776583,2.0,5.0,0.4591836734693877,0.21830351625075947,1996.0,2017.0,no_tags,0.0,114660,400,0,0.039634146341463415
82,Antonia's Line (Antonia) (1995),Comedy|Drama,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,8.0,3.9375,1.3479481761975443,8.0,3.9375,1.3479481761975443,1.5,5.0,0.6964285714285714,0.38512805034215547,1996.0,2010.0,no_tags,0.0,112379,880,0,0.021341463414634148
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,1.0,3.0,,1.0,3.0,,3.0,3.0,0.42857142857142855,,1997.0,1997.0,no_tags,0.0,114039,146599,0,0.0
85,Angels and Insects (1995),Drama|Romance,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,7.0,3.9285714285714284,1.426784596817013,7.0,3.9285714285714284,1.426784596817013,1.5,5.0,0.6938775510204082,0.407652741947718,1996.0,2001.0,no_tags,0.0,112365,8447,0,0.018292682926829267
86,White Squall (1996),Action|Adventure|Drama,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,15.0,3.966666666666667,0.7668736780560655,15.0,3.966666666666667,0.7668736780560655,3.0,5.0,0.7047619047619047,0.21910676515887587,1996.0,2007.0,no_tags,0.0,118158,10534,0,0.042682926829268296
